Fecha,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
2023-12-10 07:15:00,0.882,6.894,6.642,6.525,10.7625,10.4475,0.75,12.5475,0.924,12.31125
2023-12-10 07:20:00,0.792,8.064,6.534,6.6,10.2375,11.1825,0.762,13.8075,0.96,11.865
2023-12-10 07:25:00,0.786,9.216,7.326,6.075,11.025,11.235,0.762,12.6,0.876,12.6
2023-12-10 07:30:00,0.864,9.0,7.686,6.825,10.29,10.7625,0.756,13.0725,0.804,13.36125
2023-12-10 07:35:00,0.798,8.244,7.596,6.3,10.605,10.605,0.762,13.23,0.876,13.46625
2023-12-10 07:40:00,0.804,8.19,7.614,7.35,11.55,10.6575,0.738,13.3875,0.816,12.39
2023-12-10 07:45:00,0.888,8.262,7.524,6.525,11.235,10.5,0.744,12.6,0.828,12.41625
2023-12-10 07:50:00,0.816,8.208,7.2,6.525,10.92,10.9725,0.738,12.495,0.864,12.83625
2023-12-10 07:55:00,0.798,8.118,7.524,6.675,10.92,10.815,0.756,13.2825,0.864,13.15125
2023-12-10 08:00:00,0.876,8.082,7.848,6.525,10.815,10.9725,0.756,13.5975,0.852,13.30875
2023-12-10 08:05:00,0.822,7.542,7.578,6.825,10.9725,11.3925,0.756,14.595,0.84,12.78375
2023-12-10 08:10:00,0.846,7.866,7.506,6.975,11.235,10.92,0.756,14.5425,0.852,12.41625
2023-12-10 08:15:00,0.87,8.568,7.506,6.6,10.9725,10.7625,0.768,14.2275,0.912,12.20625
2023-12-10 08:20:00,0.822,7.812,7.416,6.9,11.8125,10.92,0.762,15.4875,0.888,12.075
2023-12-10 08:25:00,0.894,8.388,7.668,7.05,11.2875,10.92,0.768,15.96,0.828,12.4425
2023-12-10 08:30:00,0.81,8.442,7.614,6.6,11.865,10.8675,0.756,15.0675,0.852,12.075
2023-12-10 08:35:00,0.81,8.586,7.146,7.125,11.97,11.235,0.792,15.0675,0.852,12.25875
2023-12-10 08:40:00,0.894,8.766,7.488,6.9,10.9725,11.2875,0.798,15.3825,0.864,11.73375
2023-12-10 08:45:00,0.822,8.496,7.74,7.35,11.34,11.865,0.81,15.3825,0.852,11.41875
2023-12-10 08:50:00,0.816,8.298,7.218,7.125,10.815,11.1825,0.792,14.3325,0.852,12.6
2023-12-10 08:55:00,0.888,8.676,7.416,6.825,12.39,10.395,0.804,15.225,0.816,12.46875
2023-12-10 09:00:00,0.798,8.568,7.416,7.275,12.4425,10.5,0.864,15.5925,0.9,12.41625
2023-12-10 09:05:00,0.846,8.118,7.488,6.9,11.97,10.71,0.93,14.3325,0.852,12.20625
2023-12-10 09:10:00,0.852,8.028,7.758,6.825,11.55,10.9725,0.894,15.4875,0.84,13.15125
2023-12-10 09:15:00,0.816,8.532,7.794,7.575,12.9675,10.605,0.846,15.3825,0.936,13.23
2023-12-10 09:20:00,0.84,8.064,7.938,6.45,12.2325,11.13,0.858,14.7,1.224,12.705
2023-12-10 09:25:00,0.834,8.334,8.226,7.2,11.4975,12.0225,0.846,15.3825,1.212,13.545
2023-12-10 09:30:00,0.804,8.172,7.956,7.05,11.8125,11.7075,0.834,15.96,0.96,13.30875
2023-12-10 09:35:00,0.906,7.668,7.938,7.5,11.865,11.13,0.9,15.2775,0.912,12.67875
2023-12-10 09:40:00,0.828,8.37,7.974,7.5,11.4975,10.71,0.906,15.225,0.936,13.4925
2023-12-10 09:45:00,0.822,8.028,8.136,6.675,11.865,11.55,0.912,16.1175,0.924,13.04625
2023-12-10 09:50:00,0.912,7.452,8.01,6.6,11.34,11.025,0.924,15.5925,0.948,13.46625
2023-12-10 09:55:00,0.846,7.83,8.082,7.2,11.34,10.9725,0.96,14.9625,0.948,12.52125
2023-12-10 10:00:00,0.87,7.848,7.92,6.45,11.2875,11.0775,0.996,16.59,0.984,12.31125
2023-12-10 10:05:00,0.888,7.452,7.902,7.5,11.865,11.025,1.104,15.33,0.948,12.705
2023-12-10 10:10:00,0.852,8.064,7.506,6.6,11.7075,10.92,1.128,15.12,0.936,12.2325
2023-12-10 10:15:00,0.882,8.136,7.83,6.9,11.445,10.92,1.266,15.225,0.924,13.335
2023-12-10 10:20:00,0.888,7.416,7.632,6.6,11.3925,11.0775,1.35,14.805,0.912,12.9675
2023-12-10 10:25:00,0.846,7.83,8.1,6.675,11.655,11.13,1.308,16.065,0.924,12.8625
2023-12-10 10:30:00,0.864,8.874,7.722,7.875,11.025,11.235,1.374,15.12,0.972,13.1775
2023-12-10 10:35:00,0.888,8.748,7.974,7.35,11.235,11.1825,1.356,14.7525,1.02,12.83625
2023-12-10 10:40:00,0.87,8.478,7.578,7.2,11.55,11.1825,1.35,15.33,1.188,12.81
2023-12-10 10:45:00,0.912,8.208,7.992,7.2,11.7075,11.55,1.32,15.96,1.128,13.78125
2023-12-10 10:50:00,0.882,8.388,7.866,7.2,12.0225,11.4975,1.332,13.965,1.032,12.81
2023-12-10 10:55:00,0.93,7.56,8.208,7.875,11.8125,11.34,1.284,13.5975,1.116,13.46625
2023-12-10 11:00:00,0.924,7.794,7.902,8.4,12.285,10.8675,1.266,14.28,0.96,13.88625
2023-12-10 11:05:00,0.882,8.352,7.704,7.8,12.7575,11.1825,1.314,14.7525,1.08,13.72875
2023-12-10 11:10:00,0.918,8.244,7.902,7.275,12.1275,11.0775,1.314,13.8075,1.14,13.23
2023-12-10 11:15:00,0.924,7.596,8.19,5.1,11.6025,10.71,1.242,14.4375,1.224,14.51625
2023-12-10 11:20:00,0.882,8.748,7.866,0.0,11.34,10.5525,1.164,14.595,1.092,14.2275
2023-12-10 11:25:00,0.906,9.504,7.956,3.9,11.445,10.605,1.152,13.8075,1.128,13.755
2023-12-10 11:30:00,0.918,8.244,7.902,6.3,11.76,11.025,1.146,14.28,1.068,15.9075
2023-12-10 11:35:00,0.888,8.514,7.704,7.65,11.55,11.13,1.158,15.1725,1.164,14.7
2023-12-10 11:40:00,0.936,8.91,7.758,7.425,10.8675,11.025,1.158,13.3875,1.092,14.7525
2023-12-10 11:45:00,0.924,8.316,7.812,6.975,11.3925,11.0775,1.2,13.965,1.056,16.45875
2023-12-10 11:50:00,0.9,8.766,7.668,7.425,11.865,11.1825,1.2,14.07,1.116,15.8025
2023-12-10 11:55:00,0.99,8.568,7.722,7.5,11.9175,11.1825,1.206,14.9625,1.068,14.41125
2023-12-10 12:00:00,0.9,8.892,7.056,6.975,12.0225,11.34,1.26,14.28,1.152,15.645
2023-12-10 12:05:00,0.924,8.406,7.254,7.2,12.2325,11.3925,1.296,14.49,1.104,14.805
2023-12-10 12:10:00,1.002,7.614,7.29,7.8,12.495,11.025,1.296,13.8075,1.044,13.67625
2023-12-10 12:15:00,0.9,7.812,6.966,6.6,11.1825,10.9725,1.314,14.91,1.056,13.44
2023-12-10 12:20:00,0.918,9.054,7.938,6.825,11.13,10.8675,1.254,14.385,1.092,14.385
2023-12-10 12:25:00,0.918,8.532,7.848,6.9,11.025,11.0775,1.254,13.7025,1.164,13.09875
2023-12-10 12:30:00,0.936,8.766,7.596,7.575,10.71,11.0775,1.194,14.1225,1.08,14.7525
2023-12-10 12:35:00,0.936,9.18,7.542,7.8,12.1275,10.9725,1.266,14.385,1.068,14.91
2023-12-10 12:40:00,0.93,8.766,7.506,8.625,12.5475,11.76,1.308,13.3875,1.224,14.0175
2023-12-10 12:45:00,1.032,9.306,7.434,8.1,12.18,12.2325,1.326,14.3325,1.068,14.88375
2023-12-10 12:50:00,0.948,8.964,7.524,7.875,12.0225,11.4975,1.326,14.385,1.128,15.2775
2023-12-10 12:55:00,0.936,8.91,7.65,8.175,11.9175,10.29,1.35,14.49,1.092,12.8625
2023-12-10 13:00:00,0.924,8.568,7.506,8.175,13.335,10.3425,1.308,14.8575,1.176,15.3825
2023-12-10 13:05:00,1.05,8.766,8.334,8.25,12.81,9.87,1.188,12.7575,1.188,15.0675
2023-12-10 13:10:00,0.93,8.586,8.244,8.175,11.7075,10.0275,1.236,14.28,1.152,14.0175
2023-12-10 13:15:00,1.086,8.082,8.334,7.35,11.2875,10.6575,1.254,14.595,1.164,13.86
2023-12-10 13:20:00,1.074,7.974,8.172,7.875,11.4975,11.0775,1.278,14.49,1.116,14.25375
2023-12-10 13:25:00,0.918,8.334,8.19,7.65,11.4975,10.9725,1.356,14.2275,1.068,13.51875
2023-12-10 13:30:00,0.942,8.73,8.91,7.425,11.445,10.71,1.332,14.6475,1.092,14.1225
2023-12-10 13:35:00,1.074,8.496,8.802,7.8,10.9725,10.605,1.362,15.0675,1.176,15.0675
2023-12-10 13:40:00,0.936,8.334,8.892,7.65,11.655,10.8675,1.29,15.0675,1.092,13.9125
2023-12-10 13:45:00,0.918,9.0,8.568,7.275,11.6025,10.8675,1.332,12.9675,1.14,15.46125
2023-12-10 13:50:00,0.93,8.928,8.514,6.975,11.865,11.34,1.29,15.12,1.176,15.6975
2023-12-10 13:55:00,1.002,8.73,8.514,7.725,11.8125,11.2875,1.332,14.9625,1.356,13.67625
2023-12-10 14:00:00,0.912,8.928,8.604,6.6,11.97,11.445,1.35,14.5425,1.296,16.1175
2023-12-10 14:05:00,0.918,8.694,8.388,7.8,11.97,11.3925,1.416,14.7525,1.236,15.2775
2023-12-10 14:10:00,1.05,9.198,8.46,7.35,11.9175,11.445,1.368,15.2775,1.272,14.595
2023-12-10 14:15:00,0.918,9.648,8.586,7.425,11.235,11.2875,1.338,14.595,1.272,14.67375
2023-12-10 14:20:00,0.918,9.468,8.442,7.125,11.865,11.3925,1.326,14.28,1.308,14.77875
2023-12-10 14:25:00,0.966,9.378,8.856,7.35,11.55,10.9725,1.332,15.225,1.272,13.51875
2023-12-10 14:30:00,0.93,9.414,9.666,7.65,11.97,10.92,1.308,15.2775,1.26,15.54
2023-12-10 14:35:00,0.93,9.486,9.576,7.725,12.39,11.235,1.344,16.0125,1.224,14.5425
2023-12-10 14:40:00,0.918,9.54,8.928,7.65,12.39,11.445,1.32,14.28,1.224,14.91
2023-12-10 14:45:00,0.972,9.594,8.802,7.2,12.285,11.7075,1.356,15.54,1.164,14.41125
2023-12-10 14:50:00,0.936,10.242,9.018,7.5,12.1275,11.34,1.38,15.96,1.164,15.14625
2023-12-10 14:55:00,0.906,9.846,9.216,8.025,11.6025,11.025,1.398,16.2225,1.488,14.30625
2023-12-10 15:00:00,0.996,9.576,8.892,7.35,12.1275,10.71,1.386,15.8025,1.14,17.71875
2023-12-10 15:05:00,1.032,9.504,8.694,7.275,12.39,10.92,1.422,14.28,1.368,14.62125
2023-12-10 15:10:00,0.984,9.396,8.892,7.125,11.6025,10.92,1.374,14.5425,1.392,14.1225
2023-12-10 15:15:00,0.924,10.152,8.496,7.575,11.445,10.71,1.392,14.91,1.356,16.19625
2023-12-10 15:20:00,0.948,10.224,8.658,6.825,11.34,11.13,1.38,15.75,1.26,15.25125
2023-12-10 15:25:00,1.014,9.756,9.09,8.4,11.2875,10.9725,1.518,16.3275,1.284,14.72625
2023-12-10 15:30:00,0.972,9.72,9.09,7.65,11.235,10.92,1.644,16.8,1.284,16.14375
2023-12-10 15:35:00,0.936,9.594,8.784,7.725,10.9725,10.8675,1.674,14.91,1.176,15.12
2023-12-10 15:40:00,0.996,9.396,8.55,8.175,11.445,11.0775,1.74,16.17,1.236,14.09625
2023-12-10 15:45:00,1.188,9.342,8.496,6.975,11.3925,11.0775,1.746,15.75,1.308,16.56375
2023-12-10 15:50:00,0.936,9.324,8.55,6.975,11.55,11.3925,1.728,14.805,1.26,14.7
2023-12-10 15:55:00,1.044,9.522,8.514,7.425,11.34,11.4975,1.722,16.38,1.464,12.81
2023-12-10 16:00:00,1.008,9.486,8.694,6.75,11.235,11.55,1.554,15.75,1.224,14.98875
2023-12-10 16:05:00,0.924,9.522,8.478,7.575,11.445,11.6025,1.494,14.175,1.452,15.1725
2023-12-10 16:10:00,0.936,9.396,8.892,7.35,10.8675,11.235,1.494,15.2775,1.26,12.99375
2023-12-10 16:15:00,1.032,9.576,9.18,7.35,11.445,10.92,1.512,14.805,1.128,14.62125
2023-12-10 16:20:00,0.972,9.234,8.802,6.75,11.3925,11.235,1.596,15.435,1.308,15.0675
2023-12-10 16:25:00,0.942,8.64,9.288,7.8,10.8675,10.9725,1.644,16.065,1.308,13.4925
2023-12-10 16:30:00,0.942,8.622,8.64,7.5,11.4975,11.1825,1.65,15.015,1.236,13.7025
2023-12-10 16:35:00,0.984,9.792,7.974,7.35,10.7625,10.9725,1.656,14.1225,1.284,14.49
2023-12-10 16:40:00,0.93,9.828,7.83,7.5,11.235,11.13,1.554,15.75,1.296,13.83375
2023-12-10 16:45:00,0.942,9.018,8.01,7.2,10.815,11.13,1.596,15.5925,1.248,13.86
2023-12-10 16:50:00,0.96,9.072,8.028,7.05,10.605,11.2875,1.608,14.175,1.212,13.67625
2023-12-10 16:55:00,1.212,9.486,8.01,7.5,10.815,11.0775,1.59,14.9625,1.308,12.94125
2023-12-10 17:00:00,1.356,9.324,8.118,7.875,11.2875,11.0775,1.692,14.3325,1.176,12.88875
2023-12-10 17:05:00,1.332,9.36,8.496,7.95,10.9725,11.235,1.65,14.0175,1.284,12.8625
2023-12-10 17:10:00,1.422,9.36,8.514,6.9,11.9175,11.13,1.668,14.07,1.212,12.5475
2023-12-10 17:15:00,1.764,9.198,8.334,7.65,11.3925,11.13,1.674,13.545,1.368,12.52125
2023-12-10 17:20:00,1.746,9.81,8.73,6.6,11.4975,10.92,1.98,14.28,1.14,13.8075
2023-12-10 17:25:00,1.506,10.26,9.108,7.5,11.0775,11.0775,2.094,15.75,1.32,14.25375
2023-12-10 17:30:00,1.668,10.638,9.09,6.675,11.235,11.3925,2.118,14.7,1.164,13.88625
2023-12-10 17:35:00,1.656,9.738,8.586,6.825,10.6575,11.445,2.064,13.545,1.308,13.41375
2023-12-10 17:40:00,1.644,9.612,8.676,7.125,10.815,11.34,2.076,14.7,1.38,13.72875
2023-12-10 17:45:00,1.596,9.72,8.262,7.5,10.6575,11.1825,2.1,14.595,1.2,14.62125
2023-12-10 17:50:00,1.65,10.062,8.1,7.275,10.395,11.3925,2.106,13.8075,1.344,14.14875
2023-12-10 17:55:00,1.632,9.936,8.388,6.6,10.815,11.445,2.148,14.805,1.44,13.755
2023-12-10 18:00:00,1.542,9.954,8.424,8.025,10.2375,11.3925,2.088,15.225,1.416,13.62375
2023-12-10 18:05:00,1.602,9.756,8.226,7.575,10.815,11.445,2.106,15.12,1.38,13.78125
2023-12-10 18:10:00,1.614,8.982,8.118,6.75,10.71,11.445,2.052,14.175,1.224,13.2825
2023-12-10 18:15:00,1.536,9.144,7.884,6.525,11.2875,11.445,2.058,16.0125,1.464,11.8125
2023-12-10 18:20:00,1.686,9.99,7.956,6.225,12.5475,11.3925,2.064,15.12,1.356,12.10125
2023-12-10 18:25:00,1.566,10.116,8.082,6.225,11.7075,11.55,2.04,14.28,1.392,12.1275
2023-12-10 18:30:00,1.548,9.882,8.442,6.675,12.3375,11.34,1.962,15.3825,1.524,12.495
2023-12-10 18:35:00,1.542,9.576,8.82,8.175,12.18,11.2875,1.956,14.4375,1.452,12.83625
2023-12-10 18:40:00,1.74,9.396,8.298,7.65,11.8125,11.76,1.95,14.5425,1.476,12.46875
2023-12-10 18:45:00,1.548,9.27,8.784,7.5,12.3375,11.76,1.998,14.385,1.62,11.235
2023-12-10 18:50:00,1.56,9.936,8.964,7.35,12.0225,11.4975,1.98,14.5425,1.524,11.94375
2023-12-10 18:55:00,1.608,9.504,9.27,7.125,10.6575,10.8675,2.082,15.4875,1.488,12.4425
2023-12-10 19:00:00,1.566,8.658,9.72,7.35,10.185,10.9725,2.052,15.645,1.584,12.57375
2023-12-10 19:05:00,1.548,8.91,9.036,7.125,9.7125,10.815,2.022,13.5975,1.608,12.73125
2023-12-10 19:10:00,1.536,8.676,8.73,7.65,11.97,10.605,1.998,14.6475,1.572,12.25875
2023-12-10 19:15:00,1.65,9.054,8.658,7.275,11.4975,11.655,1.998,14.4375,1.476,12.1275
2023-12-10 19:20:00,1.56,9.252,9.108,7.2,12.1275,11.97,2.004,14.3325,1.476,10.71
2023-12-10 19:25:00,1.506,8.586,9.27,7.875,10.8675,11.76,2.01,15.54,1.428,11.55
2023-12-10 19:30:00,1.62,8.766,9.486,6.75,9.87,11.0775,1.992,15.0675,1.44,11.655
2023-12-10 19:35:00,1.512,8.982,9.054,6.9,10.1325,11.0775,2.046,15.6975,1.536,11.025
2023-12-10 19:40:00,1.5,8.64,8.73,6.975,12.285,11.1825,1.98,13.86,1.368,11.7075
2023-12-10 19:45:00,1.596,8.37,8.91,6.75,12.18,11.1825,1.968,14.595,1.44,10.7625
2023-12-10 19:50:00,1.5,8.136,8.748,7.275,11.445,11.55,1.962,15.5925,1.404,11.2875
2023-12-10 19:55:00,1.506,8.388,8.802,7.425,11.8125,11.55,1.962,14.3325,1.38,11.89125
2023-12-10 20:00:00,1.59,8.442,8.91,7.275,10.7625,11.76,2.076,14.4375,1.392,11.62875
2023-12-10 20:05:00,1.518,9.288,9.126,7.05,11.9175,11.655,2.148,14.805,1.32,11.94375
2023-12-10 20:10:00,1.506,9.432,9.162,7.425,11.13,11.1825,2.166,13.965,1.344,11.8125
2023-12-10 20:15:00,1.596,10.062,9.0,7.35,11.4975,11.3925,2.094,13.0725,1.308,11.1825
2023-12-10 20:20:00,1.5,9.612,9.0,7.35,12.3375,11.1825,1.998,14.2275,1.248,11.445
2023-12-10 20:25:00,1.506,8.694,9.576,7.725,11.8125,11.1825,2.004,15.1725,1.164,11.47125
2023-12-10 20:30:00,1.536,8.478,9.378,6.825,12.4425,10.92,1.98,13.9125,1.224,10.63125
2023-12-10 20:35:00,1.47,8.694,8.442,7.35,11.3925,11.025,2.01,14.385,1.176,10.29
2023-12-10 20:40:00,1.53,9.198,8.334,6.9,11.55,11.34,2.01,15.12,1.224,10.3425
2023-12-10 20:45:00,1.488,9.36,8.154,6.225,11.6025,11.2875,2.004,14.28,1.368,9.73875
2023-12-10 20:50:00,1.446,9.45,8.316,6.675,10.0275,11.13,1.992,14.7,1.2,9.66
2023-12-10 20:55:00,1.512,8.964,8.208,6.675,10.2375,10.5,1.974,15.2775,1.26,9.9225
2023-12-10 21:00:00,1.434,9.018,8.064,7.125,12.1275,10.8675,1.98,15.645,1.296,10.0275
2023-12-10 21:05:00,1.446,10.008,8.1,6.975,11.4975,10.6575,1.992,14.28,1.14,10.00125
2023-12-10 21:10:00,1.512,8.46,8.532,6.675,10.71,10.605,1.986,14.91,1.152,10.26375
2023-12-10 21:15:00,1.434,8.748,8.712,7.275,10.3425,10.2375,1.98,15.015,1.236,9.00375
2023-12-10 21:20:00,1.452,9.09,9.036,6.6,11.0775,10.8675,1.956,14.4375,1.176,9.73875
2023-12-10 21:25:00,1.464,8.82,9.378,6.525,10.185,11.13,2.004,15.225,1.248,9.135
2023-12-10 21:30:00,1.41,8.1,9.378,6.675,9.2925,10.9725,1.974,14.595,1.224,9.42375
2023-12-10 21:35:00,1.434,8.244,9.198,6.525,11.13,10.8675,1.968,15.33,1.236,9.9225
2023-12-10 21:40:00,1.428,8.658,9.666,6.675,9.975,10.6575,1.986,15.855,1.152,9.68625
2023-12-10 21:45:00,1.392,7.596,9.018,6.6,9.66,10.605,1.98,14.7,1.188,9.66
2023-12-10 21:50:00,1.446,8.028,8.766,6.15,11.0775,10.9725,1.974,15.225,1.128,9.47625
2023-12-10 21:55:00,1.434,8.316,9.0,6.6,9.87,11.0775,1.992,15.9075,0.936,9.7125
2023-12-10 22:00:00,1.398,7.38,9.594,5.55,9.45,10.92,1.878,14.6475,0.972,9.7125
2023-12-10 22:05:00,1.476,7.02,9.612,6.975,9.3975,10.815,1.788,14.28,0.888,9.765
2023-12-10 22:10:00,1.392,7.542,8.838,5.7,8.82,10.605,1.776,14.4375,0.996,9.345
2023-12-10 22:15:00,1.416,6.768,8.028,5.7,10.6575,10.5525,1.614,15.015,0.984,9.9225
2023-12-10 22:20:00,1.458,5.436,7.812,5.625,10.395,10.4475,1.56,13.9125,1.056,10.1325
2023-12-10 22:25:00,1.41,5.634,6.732,6.15,8.6625,10.1325,1.548,14.1225,1.032,10.05375
2023-12-10 22:30:00,1.428,5.58,4.968,6.15,8.19,10.0275,1.512,15.015,1.044,9.3975
2023-12-10 22:35:00,1.35,4.914,4.428,6.9,8.1375,7.8225,1.512,13.65,1.044,9.68625
2023-12-10 22:40:00,1.236,5.256,4.824,7.05,7.14,7.14,1.476,13.5975,0.78,9.7125
2023-12-10 22:45:00,1.26,5.562,4.626,6.825,6.4575,7.035,1.452,14.175,0.72,9.1875
2023-12-10 22:50:00,1.29,4.896,4.968,6.825,6.615,7.35,1.44,13.2825,0.708,9.68625
2023-12-10 22:55:00,1.242,5.076,4.86,6.075,7.0875,6.93,1.434,13.8075,0.744,8.79375
2023-12-10 23:00:00,1.26,5.418,4.392,5.475,7.4025,6.6675,1.434,13.1775,0.744,8.8725
2023-12-10 23:05:00,1.266,5.076,4.41,6.0,7.35,6.615,1.422,12.5475,0.672,8.74125
2023-12-10 23:10:00,1.254,4.734,4.428,5.1,7.665,7.0875,1.434,12.4425,0.564,7.665
2023-12-10 23:15:00,1.272,5.274,4.374,5.025,7.035,6.7725,1.446,12.9675,0.42,6.4575
2023-12-10 23:20:00,1.224,5.292,4.212,4.5,6.8775,6.8775,1.44,13.1775,0.432,6.85125
2023-12-10 23:25:00,1.266,5.418,4.824,4.8,6.93,6.3525,1.44,12.8625,0.396,6.93
2023-12-10 23:30:00,1.254,5.85,4.788,4.35,6.93,6.8775,1.41,12.6,0.432,6.43125
2023-12-10 23:35:00,0.918,6.12,4.5,4.35,6.405,7.4025,1.41,11.76,0.396,6.32625
2023-12-10 23:40:00,0.954,5.85,4.464,4.95,6.51,7.4025,1.422,12.8625,0.456,6.53625
2023-12-10 23:45:00,0.954,5.058,4.5,4.5,6.9825,7.0875,1.422,11.2875,0.444,7.035
2023-12-10 23:50:00,0.924,5.742,4.392,4.275,6.5625,6.93,1.422,12.39,0.456,6.11625
2023-12-10 23:55:00,0.96,6.048,4.824,4.2,6.51,7.035,1.416,13.02,0.396,6.27375
2023-12-11 00:00:00,0.972,5.364,4.23,4.35,6.615,7.14,0.966,11.55,0.444,6.72
2023-12-11 00:05:00,0.936,5.202,4.212,4.8,6.825,7.4025,0.852,10.0275,0.492,6.405
2023-12-11 00:10:00,0.942,5.418,4.266,4.2,6.615,7.5075,0.858,10.395,0.408,6.4575
2023-12-11 00:15:00,0.966,4.842,4.14,4.425,6.8775,7.2975,0.87,9.555,0.432,5.7225
2023-12-11 00:20:00,0.96,5.796,4.23,4.05,6.72,7.0875,0.858,9.135,0.42,6.01125
2023-12-11 00:25:00,0.984,6.264,4.248,4.875,6.4575,6.8775,0.852,9.87,0.468,5.88
2023-12-11 00:30:00,0.948,6.03,4.086,4.125,7.14,7.035,0.852,9.8175,0.456,6.3525
2023-12-11 00:35:00,0.96,5.778,4.176,4.125,7.035,7.0875,0.858,8.6625,0.432,6.64125
2023-12-11 00:40:00,0.978,5.706,4.464,4.275,6.1425,7.245,0.864,8.9775,0.42,6.27375
2023-12-11 00:45:00,0.936,5.31,4.122,4.575,6.3525,7.56,0.864,9.03,0.432,6.22125
2023-12-11 00:50:00,0.966,6.282,4.356,4.125,5.985,7.7175,0.876,8.4525,0.456,5.9325
2023-12-11 00:55:00,0.984,6.588,4.464,4.125,6.0375,6.7725,0.876,9.345,0.42,6.32625
2023-12-11 01:00:00,0.942,5.814,4.788,4.275,5.775,6.72,0.846,9.1875,0.384,6.5625
2023-12-11 01:05:00,0.954,5.652,4.662,4.275,5.775,6.93,0.846,8.8725,0.432,7.14
2023-12-11 01:10:00,0.966,5.472,4.23,4.125,6.51,6.7725,0.846,9.5025,0.42,6.37875
2023-12-11 01:15:00,0.954,5.022,4.41,4.575,6.5625,6.825,0.852,9.03,0.408,6.32625
2023-12-11 01:20:00,0.93,5.4,4.554,4.125,6.825,7.4025,0.864,9.0825,0.396,6.27375
2023-12-11 01:25:00,0.972,5.472,4.518,4.275,6.7725,7.245,0.87,9.8175,0.408,6.22125
2023-12-11 01:30:00,0.96,5.094,4.878,3.9,6.615,6.51,0.87,10.0275,0.396,6.32625
2023-12-11 01:35:00,0.972,5.508,4.446,4.95,6.4575,6.5625,0.882,10.1325,0.432,6.16875
2023-12-11 01:40:00,0.924,4.968,4.32,4.95,6.6675,6.4575,0.876,9.8175,0.372,6.22125
2023-12-11 01:45:00,0.942,4.59,4.248,4.65,6.3525,6.6675,0.87,9.2925,0.408,5.95875
2023-12-11 01:50:00,0.978,5.166,4.482,3.9,6.615,7.2975,0.882,9.24,0.396,6.74625
2023-12-11 01:55:00,0.93,5.184,4.464,4.35,6.72,7.245,0.87,10.185,0.36,6.615
2023-12-11 02:00:00,0.96,4.644,4.518,4.275,6.3,7.8225,0.858,8.715,0.444,7.14
2023-12-11 02:05:00,0.978,4.932,4.248,4.275,6.405,7.77,0.858,8.9775,0.348,6.27375
2023-12-11 02:10:00,0.948,5.058,4.392,4.275,6.6675,7.6125,0.846,8.61,0.408,7.1925
2023-12-11 02:15:00,0.924,5.364,4.32,4.5,6.51,7.455,0.852,8.295,0.372,5.8275
2023-12-11 02:20:00,0.966,5.184,4.464,4.05,7.245,7.4025,0.858,9.5025,0.36,6.3
2023-12-11 02:25:00,0.966,5.652,4.752,4.275,6.8775,7.1925,0.876,9.765,0.42,5.985
2023-12-11 02:30:00,0.936,5.58,5.184,4.05,7.245,7.14,0.87,9.87,0.348,6.11625
2023-12-11 02:35:00,0.978,5.04,5.13,4.425,7.7175,7.0875,0.852,9.8175,0.396,6.5625
2023-12-11 02:40:00,0.966,5.652,4.842,4.2,6.825,6.8775,0.852,8.82,0.42,5.90625
2023-12-11 02:45:00,0.978,5.652,4.59,4.35,6.8775,7.1925,0.852,9.3975,0.396,5.80125
2023-12-11 02:50:00,0.942,5.346,4.716,4.125,7.035,6.9825,0.846,9.975,0.408,5.64375
2023-12-11 02:55:00,0.978,5.778,4.68,4.275,7.14,6.4575,0.846,10.185,0.36,6.195
2023-12-11 03:00:00,0.984,5.4,4.428,3.9,6.4575,6.72,0.846,9.87,0.408,6.195
2023-12-11 03:05:00,0.954,5.13,4.176,4.425,6.6675,6.5625,0.852,9.2925,0.396,6.43125
2023-12-11 03:10:00,0.918,5.328,4.392,3.75,6.4575,6.7725,0.846,8.5575,0.408,6.51
2023-12-11 03:15:00,0.96,5.634,4.572,4.95,5.985,6.615,0.852,9.03,0.384,6.0375
2023-12-11 03:20:00,0.96,5.292,4.518,3.9,6.1425,7.0875,0.846,9.6075,0.372,6.43125
2023-12-11 03:25:00,0.936,4.968,4.878,4.5,5.88,6.8775,0.852,9.24,0.432,5.565
2023-12-11 03:30:00,0.972,5.688,4.662,4.575,6.195,6.72,0.876,9.3975,0.408,6.4575
2023-12-11 03:35:00,0.96,5.508,4.536,4.875,6.5625,6.72,0.876,10.08,0.384,6.22125
2023-12-11 03:40:00,0.918,4.914,4.356,4.125,6.72,6.7725,0.87,9.0825,0.396,6.825
2023-12-11 03:45:00,0.966,5.22,4.428,3.525,6.8775,6.615,0.858,9.1875,0.384,6.69375
2023-12-11 03:50:00,0.96,5.58,4.428,3.375,6.615,6.93,0.852,9.3975,0.408,6.2475
2023-12-11 03:55:00,0.966,4.968,4.176,4.275,6.615,6.72,0.846,9.03,0.372,6.22125
2023-12-11 04:00:00,0.966,4.968,4.32,3.75,6.72,7.2975,0.858,9.3975,0.42,6.3525
2023-12-11 04:05:00,0.93,5.616,4.59,3.75,6.615,7.455,0.87,8.3475,0.348,6.2475
2023-12-11 04:10:00,0.954,5.112,4.536,4.125,6.6675,6.7725,0.87,8.7675,0.432,6.01125
