Fecha,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
2023-12-20 02:40:00,0.948,4.752,4.536,3.825,6.09,7.14,0.858,9.9225,0.6,6.22125
2023-12-20 02:45:00,0.93,4.59,4.554,3.375,5.8275,6.6675,0.858,9.555,0.516,5.985
2023-12-20 02:50:00,1.002,4.788,4.554,3.525,6.2475,6.72,0.858,9.6075,0.492,6.2475
2023-12-20 02:55:00,0.93,5.148,4.518,3.9,5.8275,6.4575,0.846,9.2925,0.492,6.405
2023-12-20 03:00:00,0.924,4.734,4.212,3.825,5.67,6.4575,0.846,9.3975,0.552,6.64125
2023-12-20 03:05:00,0.984,4.572,4.212,4.05,6.3525,6.615,0.852,9.1875,0.468,6.6675
2023-12-20 03:10:00,0.918,4.608,4.356,3.6,5.9325,6.4575,0.852,8.505,0.564,6.53625
2023-12-20 03:15:00,0.966,4.752,4.086,3.975,5.9325,6.405,0.84,8.61,0.504,6.11625
2023-12-20 03:20:00,0.954,4.626,3.996,3.675,5.88,6.6675,0.834,9.5025,0.516,6.37875
2023-12-20 03:25:00,0.936,4.59,4.23,3.675,5.6175,6.7725,0.84,9.3975,0.504,5.53875
2023-12-20 03:30:00,0.954,4.608,4.428,3.675,5.7225,6.615,0.858,8.7675,0.54,6.6675
2023-12-20 03:35:00,0.948,5.148,4.32,3.75,5.9325,6.5625,0.864,9.345,0.516,6.195
2023-12-20 03:40:00,0.924,4.122,4.338,3.75,6.09,6.615,0.864,10.0275,0.48,6.7725
2023-12-20 03:45:00,0.996,4.752,4.32,4.35,6.2475,6.6675,0.846,9.555,0.492,6.615
2023-12-20 03:50:00,0.924,4.68,4.518,3.45,5.985,6.825,0.84,9.345,0.492,6.74625
2023-12-20 03:55:00,0.936,4.734,4.428,3.6,6.0375,7.035,0.834,9.24,0.504,6.615
2023-12-20 04:00:00,0.99,4.482,4.05,3.6,6.1425,7.2975,0.84,9.87,0.492,6.58875
2023-12-20 04:05:00,0.912,4.788,4.23,3.75,6.0375,7.2975,0.864,8.3475,0.48,6.69375
2023-12-20 04:10:00,0.93,4.572,4.086,3.75,6.3525,7.035,0.852,8.8725,0.516,6.2475
2023-12-20 04:15:00,0.984,4.824,4.104,4.05,5.985,6.72,0.846,9.5025,0.504,7.14
2023-12-20 04:20:00,0.93,4.914,4.014,3.525,5.775,6.8775,0.846,9.1875,0.48,6.74625
2023-12-20 04:25:00,0.966,5.04,4.266,4.425,5.88,6.8775,0.858,9.3975,0.516,6.9825
2023-12-20 04:30:00,0.96,4.302,3.906,3.9,5.67,6.7725,0.876,8.9775,0.504,6.5625
2023-12-20 04:35:00,0.912,5.202,3.942,4.725,5.8275,6.7725,0.876,8.8725,0.456,6.85125
2023-12-20 04:40:00,0.972,5.454,3.852,4.575,5.7225,6.7725,0.87,9.555,0.516,6.37875
2023-12-20 04:45:00,0.942,5.094,3.96,4.875,5.67,6.9825,0.864,8.4525,0.492,6.825
2023-12-20 04:50:00,0.918,4.644,3.906,4.275,6.405,7.0875,0.846,9.03,0.468,6.2475
2023-12-20 04:55:00,0.99,5.04,3.906,4.35,5.88,6.615,0.846,8.7675,0.516,6.7725
2023-12-20 05:00:00,0.936,5.202,3.978,4.425,6.09,6.405,0.846,8.925,0.576,6.4575
2023-12-20 05:05:00,0.906,5.184,4.104,4.5,5.88,6.8775,0.852,9.24,0.468,6.7725
2023-12-20 05:10:00,0.984,5.796,4.14,3.6,6.09,6.51,0.846,8.7675,0.504,6.195
2023-12-20 05:15:00,0.924,6.498,4.266,4.125,6.1425,6.51,0.84,8.6625,0.492,6.7725
2023-12-20 05:20:00,0.924,6.642,4.446,4.05,6.0375,6.405,0.84,9.7125,0.492,6.53625
2023-12-20 05:25:00,0.99,5.904,4.374,3.45,5.88,6.7725,0.846,10.1325,0.492,6.4575
2023-12-20 05:30:00,0.948,6.768,4.608,3.675,6.0375,6.9825,0.858,9.2925,0.48,6.825
2023-12-20 05:35:00,0.99,6.84,4.482,3.825,5.775,7.2975,0.858,9.2925,0.54,6.06375
2023-12-20 05:40:00,0.966,7.74,4.356,4.575,5.7225,7.1925,0.858,9.765,0.492,7.035
2023-12-20 05:45:00,0.93,6.732,4.122,4.2,5.775,7.245,0.852,8.8725,0.468,7.4025
2023-12-20 05:50:00,1.02,6.336,4.41,4.875,5.565,7.35,0.834,9.45,0.516,7.2975
2023-12-20 05:55:00,0.948,6.714,4.536,5.4,5.88,7.77,0.84,10.29,0.492,7.69125
2023-12-20 06:00:00,0.936,6.768,3.978,4.8,6.405,7.56,0.84,9.1875,0.456,8.79375
2023-12-20 06:05:00,1.02,6.228,3.978,4.05,6.09,7.455,0.846,10.9725,0.516,9.10875
2023-12-20 06:10:00,0.936,6.084,3.834,4.725,5.88,7.5075,0.852,10.185,0.492,11.025
2023-12-20 06:15:00,0.936,6.462,3.978,4.5,6.405,7.5075,0.84,10.395,0.48,12.705
2023-12-20 06:20:00,0.708,7.29,3.924,5.1,6.0375,7.455,0.834,12.0225,0.504,13.0725
2023-12-20 06:25:00,0.57,8.262,3.582,3.9,6.405,7.0875,0.792,11.0775,0.492,12.9675
2023-12-20 06:30:00,0.582,7.434,3.708,5.175,6.09,7.665,0.756,11.865,0.504,13.36125
2023-12-20 06:35:00,0.654,7.776,3.906,5.025,6.2475,8.2425,0.756,12.6,0.528,13.57125
2023-12-20 06:40:00,0.558,7.326,3.546,4.35,6.195,9.45,0.762,10.8675,1.02,12.7575
2023-12-20 06:45:00,0.678,7.506,3.798,3.975,6.2475,9.66,0.75,11.4975,1.152,12.57375
2023-12-20 06:50:00,0.78,7.866,4.662,3.675,6.1425,10.0275,0.756,11.97,1.068,12.52125
2023-12-20 06:55:00,0.72,7.722,5.328,3.9,6.0375,9.1875,0.75,13.02,1.104,13.20375
2023-12-20 07:00:00,0.804,7.74,5.508,3.975,5.9325,9.345,0.75,12.6,1.092,14.41125
2023-12-20 07:05:00,0.726,7.128,5.418,6.0,6.5625,8.925,0.75,12.705,1.116,14.56875
2023-12-20 07:10:00,0.72,7.326,5.256,6.15,8.085,8.8725,0.768,13.02,1.08,13.9125
2023-12-20 07:15:00,0.804,6.588,5.616,6.45,9.555,8.9775,0.774,11.6025,1.152,12.81
2023-12-20 07:20:00,0.72,6.714,5.238,6.9,9.765,9.7125,0.774,12.495,1.26,13.09875
2023-12-20 07:25:00,0.708,8.784,5.778,6.375,10.1325,9.5025,0.768,13.0725,1.152,13.36125
2023-12-20 07:30:00,0.798,9.684,6.21,5.4,9.8175,9.1875,0.768,12.6525,1.164,14.25375
2023-12-20 07:35:00,0.732,8.028,6.372,7.125,9.555,8.7675,0.756,12.285,1.152,13.44
2023-12-20 07:40:00,0.738,7.182,6.03,5.775,10.3425,8.715,0.762,12.075,1.128,12.285
2023-12-20 07:45:00,0.768,7.722,6.102,5.625,9.6075,8.9775,0.774,12.0225,1.176,14.14875
2023-12-20 07:50:00,0.72,7.47,6.138,6.15,9.2925,9.45,0.768,12.705,1.02,14.49
2023-12-20 07:55:00,0.738,8.226,6.228,5.475,9.6075,9.345,0.75,12.2325,0.948,15.40875
2023-12-20 08:00:00,0.774,8.622,6.138,6.3,9.45,9.8175,0.744,12.8625,0.948,15.33
2023-12-20 08:05:00,0.744,8.208,5.886,6.225,9.66,10.1325,0.732,13.0725,0.948,15.1725
2023-12-20 08:10:00,0.792,7.578,5.796,7.2,9.5025,9.7125,0.744,13.7025,0.924,14.28
2023-12-20 08:15:00,0.81,7.884,6.282,6.525,9.1875,9.2925,0.744,13.3875,0.924,14.0175
2023-12-20 08:20:00,0.846,8.586,6.696,6.9,9.975,9.345,0.762,13.8075,0.936,13.335
2023-12-20 08:25:00,0.894,7.56,6.732,6.0,10.1325,9.5025,0.78,14.28,0.9,12.31125
2023-12-20 08:30:00,0.774,7.29,6.948,7.275,10.7625,9.765,0.75,13.965,0.96,12.78375
2023-12-20 08:35:00,0.762,8.73,6.516,6.6,11.3925,9.555,0.75,13.335,1.032,12.8625
2023-12-20 08:40:00,0.834,8.982,6.75,6.375,10.71,9.7125,0.744,14.0175,1.056,12.8625
2023-12-20 08:45:00,0.738,8.496,6.462,6.075,10.1325,9.66,0.75,13.44,0.996,12.8625
2023-12-20 08:50:00,0.756,8.208,6.858,6.375,11.6025,9.5025,0.768,14.595,1.068,12.4425
2023-12-20 08:55:00,0.792,8.424,6.606,6.675,10.6575,8.61,0.756,13.44,1.092,12.81
2023-12-20 09:00:00,0.726,8.208,6.588,7.05,10.08,8.9775,0.768,13.965,1.02,13.23
2023-12-20 09:05:00,0.762,7.758,6.57,7.05,10.92,8.925,0.762,13.545,1.008,13.9125
2023-12-20 09:10:00,0.792,7.866,7.632,6.3,9.9225,8.82,0.798,13.1775,1.032,14.09625
2023-12-20 09:15:00,0.75,8.244,7.092,6.825,9.6075,8.295,0.84,13.5975,0.924,13.09875
2023-12-20 09:20:00,0.816,8.37,7.218,6.3,9.87,8.8725,0.84,14.175,0.804,13.335
2023-12-20 09:25:00,0.75,8.262,7.614,6.975,9.765,8.82,0.726,13.9125,0.804,13.02
2023-12-20 09:30:00,0.75,8.01,7.668,6.9,9.9225,8.9775,0.678,14.175,1.02,13.3875
2023-12-20 09:35:00,0.84,8.478,7.398,6.825,9.87,9.03,0.648,14.595,1.26,14.20125
2023-12-20 09:40:00,0.762,7.866,7.2,6.75,10.1325,9.24,0.654,13.5975,0.912,13.36125
2023-12-20 09:45:00,0.78,8.496,7.182,6.975,10.5,9.1875,0.618,13.965,0.816,13.0725
2023-12-20 09:50:00,0.774,9.522,7.326,6.525,9.87,9.345,0.618,13.545,0.84,12.88875
2023-12-20 09:55:00,0.738,9.09,7.128,6.825,9.975,9.5025,0.672,14.1225,0.924,12.705
2023-12-20 10:00:00,0.774,8.964,7.164,5.85,10.3425,9.3975,0.672,14.4375,0.828,13.1775
2023-12-20 10:05:00,0.786,8.532,7.164,6.975,10.29,9.45,0.69,13.9125,0.9,12.705
2023-12-20 10:10:00,0.762,8.118,7.38,6.075,10.29,9.1875,0.816,13.3875,0.936,13.02
2023-12-20 10:15:00,0.81,7.974,7.686,6.0,9.3975,9.2925,0.84,13.2825,0.96,13.30875
2023-12-20 10:20:00,0.792,7.704,7.848,5.7,10.1325,9.45,0.828,14.07,0.912,13.9125
2023-12-20 10:25:00,0.762,8.226,7.146,7.05,9.87,9.6075,0.9,15.015,0.996,13.41375
2023-12-20 10:30:00,0.876,8.964,7.308,7.05,10.08,9.555,0.942,14.0175,1.02,13.36125
2023-12-20 10:35:00,0.798,8.46,7.146,7.35,10.7625,9.7125,0.924,13.44,0.972,13.99125
2023-12-20 10:40:00,0.834,8.226,7.128,6.975,9.7125,9.135,0.96,14.2275,0.996,13.25625
2023-12-20 10:45:00,0.864,8.514,7.182,6.675,9.9225,9.5025,0.882,12.9675,0.924,13.46625
2023-12-20 10:50:00,0.834,8.712,7.452,6.375,10.5,9.5025,0.882,13.44,0.936,13.51875
2023-12-20 10:55:00,0.834,8.262,7.38,7.2,10.2375,9.5025,0.876,13.335,0.972,13.20375
2023-12-20 11:00:00,0.876,8.316,7.704,6.525,10.7625,9.555,0.882,13.23,1.02,13.0725
2023-12-20 11:05:00,0.864,8.478,7.722,6.45,11.3925,9.24,0.894,13.1775,0.936,13.30875
2023-12-20 11:10:00,0.87,7.632,7.902,6.9,10.5,9.135,0.876,12.915,0.972,12.83625
2023-12-20 11:15:00,0.9,8.082,7.308,7.425,10.92,9.87,0.948,13.5975,1.08,12.57375
2023-12-20 11:20:00,0.864,8.262,7.56,6.675,10.5525,9.6075,0.966,14.5425,1.056,13.15125
2023-12-20 11:25:00,0.942,9.0,7.776,6.0,10.6575,9.345,0.972,13.65,0.96,13.36125
2023-12-20 11:30:00,0.912,8.82,7.956,6.75,11.55,9.345,1.02,13.9125,1.044,14.3325
2023-12-20 11:35:00,0.87,8.46,7.668,6.6,10.9725,9.3975,1.026,14.385,1.008,13.46625
2023-12-20 11:40:00,0.87,8.82,7.65,6.825,10.9725,9.45,1.008,14.7,0.948,13.20375
2023-12-20 11:45:00,0.864,9.126,7.398,6.525,10.92,9.3975,1.002,12.5475,0.948,13.25625
2023-12-20 11:50:00,0.876,9.162,7.452,6.675,10.815,9.345,0.972,13.545,1.008,13.67625
2023-12-20 11:55:00,0.894,9.486,7.398,6.975,10.605,9.5025,0.96,14.49,0.96,13.755
2023-12-20 12:00:00,0.876,9.162,7.002,6.825,10.7625,9.6075,1.014,13.23,0.936,13.15125
2023-12-20 12:05:00,0.864,7.974,6.93,6.675,10.4475,9.66,1.032,13.545,1.02,12.9675
2023-12-20 12:10:00,0.87,8.136,6.822,6.525,11.0775,9.45,1.062,14.5425,0.972,13.57125
2023-12-20 12:15:00,0.906,8.244,6.75,5.85,10.9725,9.555,1.044,12.7575,0.948,14.5425
2023-12-20 12:20:00,0.852,9.342,7.074,6.225,10.395,9.6075,1.008,13.755,1.332,14.07
2023-12-20 12:25:00,0.888,9.27,6.858,6.075,10.9725,9.3975,1.026,14.4375,0.96,14.04375
2023-12-20 12:30:00,0.93,9.09,7.164,5.55,10.29,9.345,1.002,14.385,1.152,14.93625
2023-12-20 12:35:00,0.888,9.576,7.308,6.75,10.8675,9.45,1.038,13.86,1.416,14.91
2023-12-20 12:40:00,0.918,9.54,7.002,6.975,11.3925,9.5025,1.056,13.86,1.044,14.0175
2023-12-20 12:45:00,0.87,9.162,6.912,6.15,11.655,9.555,1.098,13.86,1.02,13.25625
2023-12-20 12:50:00,0.906,9.648,6.84,6.225,11.0775,9.66,1.086,14.2275,1.008,13.72875
2023-12-20 12:55:00,0.966,9.54,7.65,7.125,10.9725,8.6625,1.092,13.65,1.044,13.9125
2023-12-20 13:00:00,0.906,9.162,8.856,7.875,11.235,9.24,1.098,14.2275,1.212,14.83125
2023-12-20 13:05:00,0.906,9.378,8.946,7.65,10.71,9.1875,1.062,13.44,0.972,14.7
2023-12-20 13:10:00,0.978,8.802,8.856,6.75,10.7625,9.2925,1.05,13.1775,1.032,13.78125
2023-12-20 13:15:00,0.996,8.946,8.658,7.125,11.13,9.555,1.098,13.9125,0.972,13.545
2023-12-20 13:20:00,0.936,8.838,8.784,7.65,10.5525,10.1325,1.128,15.015,1.356,13.1775
2023-12-20 13:25:00,0.954,9.756,9.468,6.9,10.7625,10.1325,1.128,15.015,1.092,13.965
2023-12-20 13:30:00,0.876,9.018,9.27,6.525,10.395,9.345,1.14,13.9125,0.948,13.83375
2023-12-20 13:35:00,0.852,9.486,8.784,6.975,10.395,9.555,1.152,14.4375,1.068,13.335
2023-12-20 13:40:00,0.972,9.468,8.478,8.25,10.7625,9.3975,1.104,14.6475,1.14,12.67875
2023-12-20 13:45:00,1.17,9.108,8.55,6.975,11.34,9.345,1.116,13.5975,1.068,13.57125
2023-12-20 13:50:00,0.882,8.532,9.036,7.275,11.1825,9.765,1.104,14.9625,1.044,14.2275
2023-12-20 13:55:00,0.9,9.036,9.324,6.675,10.7625,9.345,1.068,15.9075,1.044,14.04375
2023-12-20 14:00:00,0.912,8.802,9.072,7.275,10.605,9.765,1.044,15.3825,1.032,14.5425
2023-12-20 14:05:00,0.9,9.63,8.388,5.625,11.55,10.185,1.092,14.28,1.008,14.35875
2023-12-20 14:10:00,0.864,8.55,8.19,6.975,11.55,10.2375,1.05,13.545,1.128,12.46875
2023-12-20 14:15:00,0.882,8.766,7.974,6.525,10.1325,10.0275,1.02,13.2825,1.068,12.285
2023-12-20 14:20:00,0.858,9.18,8.226,6.9,11.34,9.765,1.02,14.6475,1.032,11.57625
2023-12-20 14:25:00,0.852,8.928,8.784,7.725,11.3925,9.45,1.032,15.225,1.02,11.31375
2023-12-20 14:30:00,0.948,9.0,8.73,7.725,12.2325,9.6075,1.032,15.96,1.14,12.15375
2023-12-20 14:35:00,0.912,9.468,8.388,8.1,12.6,9.66,1.02,16.3275,1.02,12.31125
2023-12-20 14:40:00,0.912,8.982,8.208,7.125,12.915,9.7125,1.026,16.17,1.02,12.4425
2023-12-20 14:45:00,0.966,9.144,8.64,6.9,11.8125,9.45,1.002,16.0125,1.284,12.41625
2023-12-20 14:50:00,0.882,8.82,8.694,6.975,11.6025,9.66,1.002,15.6975,1.272,11.655
2023-12-20 14:55:00,0.858,8.712,8.928,7.725,11.235,9.345,0.93,16.2225,1.344,12.36375
2023-12-20 15:00:00,0.918,8.568,8.046,7.35,11.2875,9.1875,0.924,16.065,1.236,13.09875
2023-12-20 15:05:00,0.888,9.288,8.154,6.975,12.39,9.5025,0.936,13.8075,1.248,12.83625
2023-12-20 15:10:00,0.966,9.036,8.172,7.125,12.5475,9.1875,0.918,13.5975,1.272,13.25625
2023-12-20 15:15:00,1.02,9.63,8.1,6.525,10.5525,8.9775,0.936,14.28,1.26,11.73375
2023-12-20 15:20:00,0.876,9.9,8.568,7.275,11.34,9.45,0.936,15.12,1.248,11.655
2023-12-20 15:25:00,1.092,9.864,8.892,6.75,11.655,9.5025,0.954,15.8025,1.236,12.7575
2023-12-20 15:30:00,0.894,9.198,9.054,7.725,10.9725,9.2925,0.99,14.91,1.38,13.20375
2023-12-20 15:35:00,0.882,9.324,8.676,7.125,11.025,9.135,0.984,13.8075,1.284,13.78125
2023-12-20 15:40:00,1.116,9.414,8.658,7.875,11.55,9.2925,0.972,15.225,1.296,13.5975
2023-12-20 15:45:00,0.894,8.964,8.1,6.675,11.6025,9.5025,0.966,15.6975,1.284,13.41375
2023-12-20 15:50:00,0.96,9.198,8.28,6.45,11.6025,9.8175,0.972,16.275,1.344,13.4925
2023-12-20 15:55:00,0.9,8.694,7.74,6.375,11.13,10.0275,0.936,14.49,1.356,12.46875
2023-12-20 16:00:00,0.9,8.838,7.812,6.675,11.9175,9.765,0.954,15.2775,1.344,12.41625
2023-12-20 16:05:00,0.9,8.568,8.55,7.125,11.235,9.66,0.954,14.6475,1.428,12.25875
2023-12-20 16:10:00,1.068,8.712,8.118,6.3,11.3925,9.6075,0.96,15.435,1.284,12.41625
2023-12-20 16:15:00,1.002,8.748,8.55,6.525,11.235,9.3975,0.96,16.17,1.212,12.4425
2023-12-20 16:20:00,1.02,8.802,7.992,6.075,11.1825,9.66,0.978,15.6975,1.512,12.62625
2023-12-20 16:25:00,0.906,8.568,8.226,6.9,10.605,9.5025,0.954,15.54,1.536,13.09875
2023-12-20 16:30:00,0.87,8.838,7.866,7.575,10.8675,9.6075,0.96,16.17,1.452,12.31125
2023-12-20 16:35:00,1.08,9.0,8.406,6.975,10.4475,9.3975,0.96,16.2225,1.392,12.78375
2023-12-20 16:40:00,0.876,9.612,8.478,6.9,11.1825,9.45,0.96,15.645,1.392,12.495
2023-12-20 16:45:00,0.924,9.144,8.478,6.375,10.29,9.3975,0.954,14.805,1.392,11.83875
2023-12-20 16:50:00,1.08,9.756,8.892,6.9,10.395,9.7125,0.948,15.645,1.38,12.81
2023-12-20 16:55:00,1.206,9.162,8.37,6.75,10.395,9.45,0.936,16.4325,1.452,12.705
2023-12-20 17:00:00,1.23,8.676,8.496,7.05,11.445,9.5025,0.894,15.4875,1.332,12.52125
2023-12-20 17:05:00,1.236,8.982,8.388,7.05,11.025,9.5025,0.912,14.7,1.164,12.3375
2023-12-20 17:10:00,1.446,8.316,8.622,7.05,11.34,9.345,0.894,15.015,1.272,12.6525
2023-12-20 17:15:00,1.572,8.118,8.388,6.375,10.4475,9.135,0.948,14.7,1.224,11.445
2023-12-20 17:20:00,1.5,8.946,8.622,6.525,10.9725,9.45,0.966,15.015,1.392,11.865
2023-12-20 17:25:00,1.506,9.414,8.766,6.9,10.8675,9.555,0.924,16.3275,1.44,11.89125
2023-12-20 17:30:00,1.68,9.612,9.018,6.525,10.605,9.7125,0.906,16.1175,1.428,11.55
2023-12-20 17:35:00,1.656,9.108,8.784,7.05,10.605,10.08,0.912,16.8,1.26,11.78625
2023-12-20 17:40:00,1.656,9.432,8.208,6.9,9.9225,9.87,1.266,14.28,1.26,11.655
2023-12-20 17:45:00,1.632,9.486,8.46,6.825,10.395,9.8175,1.272,15.54,1.416,12.10125
2023-12-20 17:50:00,1.752,10.206,8.244,6.45,10.5,9.975,1.26,15.96,1.536,12.31125
2023-12-20 17:55:00,1.716,9.252,8.424,6.675,10.7625,9.765,1.296,15.8025,1.476,11.89125
2023-12-20 18:00:00,1.554,9.936,7.848,6.525,10.395,9.765,1.284,14.385,1.452,11.655
2023-12-20 18:05:00,1.614,8.604,7.452,6.15,9.765,10.08,1.272,15.6975,1.344,12.20625
2023-12-20 18:10:00,1.608,8.73,7.722,7.95,10.6575,9.975,1.266,16.17,1.56,11.99625
2023-12-20 18:15:00,1.686,8.91,7.992,6.375,10.5,10.6575,1.26,14.91,1.608,10.7625
2023-12-20 18:20:00,1.578,9.864,7.974,6.75,10.5525,11.2875,1.38,15.54,1.368,11.36625
2023-12-20 18:25:00,1.74,10.296,8.262,6.9,10.4475,11.655,1.428,16.485,1.608,11.83875
2023-12-20 18:30:00,1.53,9.756,8.262,6.225,11.4975,11.445,1.698,16.065,1.488,11.36625
2023-12-20 18:35:00,1.584,9.486,8.622,7.2,10.7625,11.445,1.776,14.8575,1.536,11.7075
2023-12-20 18:40:00,1.542,9.54,8.334,7.5,10.71,11.1825,1.758,14.9625,1.62,10.99875
2023-12-20 18:45:00,1.566,9.09,8.352,7.425,10.6575,11.235,1.764,15.12,1.404,10.05375
2023-12-20 18:50:00,1.554,9.432,8.442,6.675,10.5,11.025,1.812,15.225,1.56,10.7625
2023-12-20 18:55:00,1.566,9.144,8.91,7.125,10.5525,10.395,1.854,16.2225,1.476,10.9725
2023-12-20 19:00:00,1.578,9.306,9.45,7.2,9.975,10.1325,1.8,15.435,1.488,11.445
2023-12-20 19:05:00,1.5,8.676,9.306,6.975,9.8175,10.2375,1.77,14.595,1.548,11.445
2023-12-20 19:10:00,1.494,9.09,8.712,7.725,10.29,10.3425,1.77,15.12,1.584,10.99875
2023-12-20 19:15:00,1.548,9.378,8.766,6.15,10.8675,10.6575,1.758,14.9625,1.38,10.4475
2023-12-20 19:20:00,1.596,8.82,8.784,6.825,10.71,11.025,1.77,15.015,1.488,10.31625
2023-12-20 19:25:00,1.512,9.234,8.784,7.35,10.7625,11.025,1.77,15.5925,1.5,10.395
2023-12-20 19:30:00,1.458,8.622,9.216,6.975,10.2375,10.6575,1.8,15.8025,1.416,10.57875
2023-12-20 19:35:00,1.452,8.982,9.0,6.975,10.1325,10.8675,1.884,14.3325,1.464,10.605
2023-12-20 19:40:00,1.686,8.874,8.856,6.375,10.5525,10.7625,1.818,15.5925,1.38,10.5525
2023-12-20 19:45:00,1.446,8.694,8.91,6.9,11.025,10.9725,1.824,14.3325,1.44,10.10625
2023-12-20 19:50:00,1.47,8.1,8.856,6.3,11.025,11.235,1.836,15.4875,1.38,10.73625
2023-12-20 19:55:00,1.608,8.712,8.622,6.3,10.71,11.0775,1.842,15.54,1.512,10.6575
2023-12-20 20:00:00,1.476,8.658,8.478,6.15,10.3425,11.235,1.812,14.07,1.452,10.57875
2023-12-20 20:05:00,1.47,9.558,8.694,6.45,10.3425,11.3925,1.794,14.3325,1.344,10.73625
2023-12-20 20:10:00,1.602,9.036,8.892,6.225,10.2375,11.235,1.824,14.7,1.476,10.5525
2023-12-20 20:15:00,1.458,9.306,8.676,7.125,10.1325,11.1825,1.878,14.0175,1.26,10.395
2023-12-20 20:20:00,1.512,8.892,8.748,7.125,11.025,11.0775,1.836,14.0175,1.368,10.29
2023-12-20 20:25:00,1.53,8.568,9.576,7.2,10.29,10.7625,1.842,15.12,1.368,10.21125
2023-12-20 20:30:00,1.464,8.55,9.774,6.3,11.235,10.605,1.806,13.7025,1.308,10.71
2023-12-20 20:35:00,1.518,9.594,9.432,7.35,11.445,10.71,1.782,15.1725,1.344,9.94875
2023-12-20 20:40:00,1.512,9.252,9.252,6.9,11.34,11.235,1.734,15.015,1.248,10.05375
2023-12-20 20:45:00,1.464,9.252,8.856,6.3,10.71,10.92,1.758,13.44,1.272,10.36875
2023-12-20 20:50:00,1.506,8.892,9.396,6.375,10.29,10.815,1.746,14.91,1.296,9.73875
2023-12-20 20:55:00,1.488,9.432,9.648,6.225,10.4475,10.4475,1.794,15.1725,1.236,10.08
2023-12-20 21:00:00,1.452,9.288,9.468,7.05,10.185,10.185,1.746,13.965,1.272,10.42125
2023-12-20 21:05:00,1.5,9.072,9.288,6.675,10.71,10.0275,1.752,14.385,1.296,9.03
2023-12-20 21:10:00,1.458,9.162,9.432,6.15,9.8175,10.29,1.716,14.1225,1.308,9.6075
2023-12-20 21:15:00,1.458,9.108,9.018,6.525,9.975,9.975,1.68,14.6475,1.236,9.9225
2023-12-20 21:20:00,1.494,8.946,9.036,6.3,9.87,10.815,1.632,13.86,1.368,9.5025
2023-12-20 21:25:00,1.428,8.766,9.702,6.6,9.66,10.5,1.572,14.8575,1.32,9.45
2023-12-20 21:30:00,1.47,8.856,9.81,6.675,9.8175,10.3425,1.53,14.7,1.356,9.58125
2023-12-20 21:35:00,1.488,8.928,9.864,5.925,9.9225,10.4475,1.482,13.4925,1.296,10.29
2023-12-20 21:40:00,1.44,8.55,9.18,7.125,10.3425,10.29,1.494,15.12,1.176,9.975
2023-12-20 21:45:00,1.428,8.298,9.216,6.3,9.975,10.395,1.44,15.1725,1.14,10.185
2023-12-20 21:50:00,1.458,8.388,9.036,5.85,9.87,10.605,1.428,13.965,1.116,10.0275
2023-12-20 21:55:00,1.416,8.766,8.352,6.075,9.66,10.7625,1.398,14.3325,1.056,9.63375
2023-12-20 22:00:00,1.44,7.668,8.136,5.85,9.3975,10.6575,1.41,14.49,1.08,10.0275
2023-12-20 22:05:00,1.506,7.776,8.334,6.075,9.3975,10.92,1.374,14.175,1.092,9.63375
2023-12-20 22:10:00,1.416,7.938,8.19,5.625,9.5025,10.7625,1.374,13.755,1.092,9.73875
2023-12-20 22:15:00,1.422,6.516,7.83,4.95,9.1875,10.1325,1.386,13.545,1.056,10.10625
2023-12-20 22:20:00,1.458,5.85,7.65,5.625,8.8725,10.29,1.392,14.595,1.056,10.63125
2023-12-20 22:25:00,1.422,5.976,7.56,5.475,9.345,10.1325,1.386,14.4375,1.068,10.05375
2023-12-20 22:30:00,1.392,5.688,6.39,6.375,8.6625,9.9225,1.386,14.7525,1.08,10.05375
2023-12-20 22:35:00,1.434,5.472,5.094,6.825,8.505,6.9825,1.398,13.1775,1.02,10.08
2023-12-20 22:40:00,1.41,5.724,4.5,6.6,7.0875,6.615,1.392,13.86,1.104,10.395
2023-12-20 22:45:00,1.272,5.49,4.572,6.9,7.245,6.825,1.386,12.6525,1.056,10.6575
2023-12-20 22:50:00,1.182,5.202,4.77,5.475,7.14,6.6675,0.762,13.335,1.02,9.975
2023-12-20 22:55:00,1.212,5.202,4.392,6.075,6.93,6.2475,0.732,12.8625,1.092,9.87
2023-12-20 23:00:00,1.23,5.616,4.122,5.4,6.7725,6.51,0.732,13.23,1.068,9.5025
2023-12-20 23:05:00,1.188,4.77,4.05,4.5,7.7175,6.09,0.726,12.705,1.044,9.47625
2023-12-20 23:10:00,1.224,5.22,3.978,4.65,6.8775,6.3,0.726,12.18,1.08,10.05375
2023-12-20 23:15:00,1.224,5.076,4.05,4.65,7.0875,6.09,0.72,12.2325,1.068,8.84625
2023-12-20 23:20:00,1.212,5.4,4.41,4.275,6.615,6.09,0.726,12.5475,1.02,8.8725
2023-12-20 23:25:00,1.188,5.202,4.554,4.425,6.2475,5.775,0.714,12.8625,0.516,8.085
2023-12-20 23:30:00,1.152,5.958,4.302,3.525,6.3,6.3525,0.72,13.1775,0.48,7.77
2023-12-20 23:35:00,0.924,5.958,4.284,4.2,6.405,6.615,0.72,12.0225,0.48,7.6125
